100 408
100 311
100 351
100 364
100 237
100 216
100 213
100 274
100 353
100 236
100 220
100 213
100 266
100 244
100 313
800 288
800 290
800 347
800 173
800 194
800 208
800 194
800 201
800 352
800 324
800 302
800 331
800 826
800 473
800 266
1500 205
1500 666
1500 649
1500 244
1500 608
1500 604
1500 464
1500 386
1500 734
1500 458
1500 318
1500 263
1500 493
1500 380
1500 578
2200 1100
2200 1040
2200 600
2200 742
2200 234
2200 445
2200 371
2200 1052
2200 519
2200 577
2200 734
2200 257
2200 1084
2200 422
2200 348
2900 371
2900 626
2900 857
2900 614
2900 530
2900 877
2900 461
2900 671
2900 522
2900 629
2900 760
2900 350
2900 449
2900 555
2900 753
3600 535
3600 853
3600 579
3600 556
3600 618
3600 560
3600 655
3600 527
3600 409
3600 565
3600 691
3600 1002
3600 1146
3600 1091
3600 623
4300 741
4300 966
4300 812
4300 588
4300 757
4300 497
4300 579
4300 206
4300 1385
4300 315
4300 425
4300 836
4300 833
4300 507
4300 824
5000 1175
5000 937
5000 690
5000 872
5000 775
5000 588
5000 1230
5000 676
5000 638
5000 625
5000 751
5000 911
5000 604
5000 588
5000 909
5700 915
5700 780
5700 647
5700 893
5700 648
5700 681
5700 643
5700 575
5700 937
5700 703
5700 687
5700 1689
5700 853
5700 728
5700 691
6400 727
6400 729
6400 482
6400 999
6400 851
6400 783
6400 880
6400 776
6400 574
6400 595
6400 726
6400 882
6400 908
6400 953
6400 555
7100 678
7100 659
7100 732
7100 701
7100 529
7100 922
7100 856
7100 802
7100 573
7100 606
7100 683
7100 738
7100 643
7100 695
7100 657
7800 697
7800 812
7800 622
7800 723
7800 556
7800 794
7800 631
7800 747
7800 829
7800 687
7800 880
7800 525
7800 1186
7800 879
7800 685
8500 924
8500 881
8500 744
8500 496
8500 797
8500 592
8500 825
8500 787
8500 715
8500 803
8500 1158
8500 788
8500 749
8500 505
8500 1365
9200 607
9200 1052
9200 689
9200 684
9200 647
9200 678
9200 623
9200 487
9200 844
9200 705
9200 750
9200 668
9200 994
9200 843
9200 712
9900 910
9900 854
9900 695
9900 645
9900 645
9900 681
9900 660
9900 741
9900 757
9900 759
9900 802
9900 618
9900 1777
9900 896
9900 827
10600 1110
10600 630
10600 822
10600 691
10600 748
10600 674
10600 1524
10600 558
10600 651
10600 829
10600 1114
10600 706
10600 1363
10600 815
10600 910
11300 759
11300 905
11300 701
11300 804
11300 798
11300 657
11300 878
11300 659
11300 574
11300 434
11300 654
11300 2284
11300 771
11300 699
11300 683
12000 705
12000 652
12000 891
12000 757
12000 768
12000 697
12000 579
12000 635
12000 1004
12000 479
12000 712
12000 809
12000 927
12000 835
12000 670
12700 832
12700 630
12700 1183
12700 902
12700 1025
12700 1338
12700 1562
12700 649
12700 739
12700 603
12700 515
12700 681
12700 1249
12700 806
12700 645
13400 607
13400 683
13400 700
13400 740
13400 649
13400 647
13400 581
13400 737
13400 1073
13400 734
13400 631
13400 709
13400 528
13400 916
13400 633
14100 1011
14100 762
14100 808
14100 615
14100 750
14100 713
14100 678
14100 576
14100 872
14100 893
14100 1206
14100 694
14100 628
14100 923
14100 748
14800 667
14800 841
14800 847
14800 709
14800 1033
14800 653
14800 599
14800 665
14800 784
14800 843
14800 718
14800 675
14800 754
14800 1014
14800 783
15500 541
15500 792
15500 1138
15500 825
15500 805
15500 1106
15500 789
15500 1086
15500 1056
15500 1158
15500 750
15500 718
15500 577
15500 1139
15500 977
16200 694
16200 866
16200 1058
16200 760
16200 720
16200 638
16200 554
16200 785
16200 1155
16200 805
16200 719
16200 942
16200 608
16200 649
16200 873
16900 1402
16900 733
16900 713
16900 792
16900 757
16900 887
16900 636
16900 708
16900 519
16900 987
16900 940
16900 772
16900 694
16900 584
16900 1013
17600 734
17600 1037
17600 1073
17600 867
17600 810
17600 1035
17600 623
17600 800
17600 878
17600 942
17600 678
17600 831
17600 743
17600 872
17600 919
18300 518
18300 1528
18300 888
18300 1113
18300 1024
18300 815
18300 862
18300 771
18300 688
18300 768
18300 1377
18300 819
18300 731
18300 825
18300 605
19000 1005
19000 756
19000 679
19000 749
19000 953
19000 941
19000 805
19000 702
19000 804
19000 851
19000 485
19000 1073
19000 711
19000 646
19000 605
