100 20
100 15
100 9
100 10
100 11
100 9
100 11
100 11
100 9
100 11
100 10
100 9
100 11
100 9
100 9
800 126
800 119
800 116
800 108
800 119
800 118
800 103
800 126
800 118
800 115
800 135
800 152
800 103
800 93
800 103
1500 271
1500 187
1500 270
1500 188
1500 207
1500 257
1500 229
1500 207
1500 216
1500 186
1500 188
1500 251
1500 260
1500 187
1500 221
2200 321
2200 318
2200 318
2200 290
2200 319
2200 335
2200 371
2200 390
2200 291
2200 335
2200 317
2200 318
2200 319
2200 320
2200 317
2900 485
2900 433
2900 558
2900 642
2900 434
2900 430
2900 549
2900 449
2900 432
2900 438
2900 433
2900 393
2900 635
2900 479
2900 596
3600 555
3600 508
3600 496
3600 522
3600 498
3600 502
3600 552
3600 494
3600 499
3600 500
3600 547
3600 556
3600 555
3600 580
3600 496
4300 608
4300 608
4300 674
4300 677
4300 679
4300 758
4300 606
4300 641
4300 687
4300 710
4300 680
4300 648
4300 721
4300 686
4300 694
5000 1032
5000 794
5000 932
5000 967
5000 829
5000 954
5000 887
5000 791
5000 714
5000 710
5000 714
5000 717
5000 718
5000 936
5000 796
5700 834
5700 931
5700 925
5700 856
5700 828
5700 826
5700 876
5700 917
5700 928
5700 857
5700 822
5700 939
5700 888
5700 827
5700 938
6400 934
6400 966
6400 1128
6400 1050
6400 1042
6400 1015
6400 936
6400 1058
6400 982
6400 990
6400 1048
6400 1062
6400 1037
6400 1065
6400 943
7100 1223
7100 1549
7100 1534
7100 1326
7100 1172
7100 1217
7100 1054
7100 1087
7100 1058
7100 1529
7100 1137
7100 1061
7100 1111
7100 1379
7100 1187
7800 1404
7800 1307
7800 1169
7800 1204
7800 1182
7800 1224
7800 1285
7800 1206
7800 1171
7800 1177
7800 1245
7800 1183
7800 1181
7800 1306
7800 1385
8500 1546
8500 1290
8500 1290
8500 1464
8500 1370
8500 1293
8500 1299
8500 1441
8500 1522
8500 1576
8500 1477
8500 1320
8500 1572
8500 1296
8500 1324
9200 1409
9200 1506
9200 1582
9200 1470
9200 1456
9200 1464
9200 1559
9200 1411
9200 1575
9200 1455
9200 1732
9200 1544
9200 1428
9200 1411
9200 1851
9900 1689
9900 1562
9900 1622
9900 1616
9900 1676
9900 1688
9900 1700
9900 1905
9900 1590
9900 1700
9900 1859
9900 1689
9900 1529
9900 1567
9900 1595
10600 1860
10600 1824
10600 1650
10600 1847
10600 1833
10600 1780
10600 1692
10600 1642
10600 2008
10600 1695
10600 1684
10600 1834
10600 1856
10600 1872
10600 1650
11300 1968
11300 1966
11300 1982
11300 1978
11300 1768
11300 2069
11300 1790
11300 1964
11300 2293
11300 2399
11300 2086
11300 1834
11300 1921
11300 1817
11300 1764
12000 2071
12000 1879
12000 1893
12000 1921
12000 1900
12000 1944
12000 2270
12000 2101
12000 2111
12000 2000
12000 1957
12000 1897
12000 2164
12000 2094
12000 2102
12700 2297
12700 2238
12700 2127
12700 2047
12700 2690
12700 2472
12700 2550
12700 2244
12700 2045
12700 2007
12700 2014
12700 2211
12700 2054
12700 2013
12700 2239
13400 2373
13400 2401
13400 2248
13400 2296
13400 2188
13400 2184
13400 2394
13400 2176
13400 2179
13400 2207
13400 2330
13400 2137
13400 2414
13400 2390
13400 2256
14100 2820
14100 2360
14100 2324
14100 2446
14100 2647
14100 2324
14100 2316
14100 2316
14100 2302
14100 2733
14100 2527
14100 2419
14100 2415
14100 2588
14100 2302
14800 2517
14800 2860
14800 2391
14800 2704
14800 2429
14800 2588
14800 2480
14800 2782
14800 2732
14800 2819
14800 2693
14800 2503
14800 2667
14800 2695
14800 2642
15500 2795
15500 2571
15500 2787
15500 2585
15500 3019
15500 2893
15500 2690
15500 2785
15500 2825
15500 2564
15500 2765
15500 2583
15500 2584
15500 2524
15500 2797
16200 3096
16200 3027
16200 2761
16200 2867
16200 2755
16200 2696
16200 3042
16200 2969
16200 2810
16200 2649
16200 2706
16200 3346
16200 2930
16200 2675
16200 2711
16900 3108
16900 2953
16900 3258
16900 3117
16900 2866
16900 4064
16900 3415
16900 3427
16900 3149
16900 3098
16900 2989
16900 2826
16900 2812
16900 3154
16900 2973
17600 3260
17600 3079
17600 2907
17600 3319
17600 3022
17600 2907
17600 2949
17600 3002
17600 3287
17600 3105
17600 4019
17600 3411
17600 2904
17600 3096
17600 3187
18300 3434
18300 3137
18300 3144
18300 3176
18300 3395
18300 3090
18300 3067
18300 3116
18300 3387
18300 4326
18300 3110
18300 3258
18300 3295
18300 3067
18300 3514
19000 3765
19000 3350
19000 3225
19000 3227
19000 3552
19000 3326
19000 3219
19000 3783
19000 3223
19000 3517
19000 3400
19000 3241
19000 3563
19000 3210
19000 3647
