100	16,8
800	115,066666666667
1500	276,866666666667
2200	356,066666666667
2900	579,533333333333
3600	510,533333333333
4300	675,4
5000	875,066666666667
5700	1106,73333333333
6400	998,466666666667
7100	1110,66666666667
7800	1284,4
8500	1459,66666666667
9200	1695,26666666667
9900	1816,26666666667
10600	2078,06666666667
11300	2257,2
12000	2429,4
12700	2561,2
13400	2161,73333333333
14100	2409,13333333333
14800	2543,4
15500	2604,4
16200	2851,13333333333
16900	3024,93333333333
17600	3231,86666666667
18300	3419,2
19000	3495,6

